State,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Median AQI
Texas,2021.0,222.22,180.06,39.06,2.72,0.36,0.02,0.0,105.86,32.76
Utah,2021.0,298.5,189.21428571428572,97.64285714285714,10.5,1.1428571428571428,0.0,0.0,144.07142857142858,46.785714285714285
Vermont,2021.0,181.66666666666666,156.33333333333334,25.333333333333332,0.0,0.0,0.0,0.0,84.0,39.0
Virgin Islands,2021.0,29.0,27.0,2.0,0.0,0.0,0.0,0.0,73.0,21.0
Virginia,2021.0,161.65625,144.5,16.78125,0.375,0.0,0.0,0.0,83.90625,32.25
Washington,2021.0,179.16666666666666,164.6,14.366666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0,80.1,24.666666666666668
West Virginia,2021.0,227.8,194.4,33.2,0.2,0.0,0.0,0.0,86.46666666666667,34.0
Wisconsin,2021.0,157.9,123.1,33.4,1.4,0.0,0.0,0.0,100.1,37.8
Wyoming,2021.0,204.66666666666666,168.27777777777777,34.05555555555556,2.0555555555555554,0.2222222222222222,0.0,0.05555555555555555,137.11111111111111,33.77777777777778
Alabama,2020.0,296.93333333333334,249.13333333333333,47.46666666666667,0.3333333333333333,0.0,0.0,0.0,85.33333333333333,34.8
Alaska,2020.0,252.22222222222223,231.22222222222223,16.666666666666668,2.111111111111111,2.2222222222222223,0.0,0.0,76.11111111111111,15.88888888888889
Arizona,2020.0,361.9230769230769,242.53846153846155,94.23076923076923,13.307692307692308,5.846153846153846,5.769230769230769,0.23076923076923078,238.30769230769232,47.30769230769231
Arkansas,2020.0,251.63636363636363,225.0,26.09090909090909,0.5454545454545454,0.0,0.0,0.0,95.63636363636364,33.0
California,2020.0,363.2641509433962,218.79245283018867,105.39622641509433,21.81132075471698,14.20754716981132,2.056603773584906,1.0,287.1320754716981,48.0377358490566
Colorado,2020.0,287.32142857142856,217.14285714285714,63.785714285714285,5.75,0.6071428571428571,0.03571428571428571,0.0,117.17857142857143,34.785714285714285
Connecticut,2020.0,324.375,273.5,46.875,3.5,0.5,0.0,0.0,124.75,39.125
Country Of Mexico,2020.0,119.0,63.0,28.0,18.0,10.0,0.0,0.0,138.5,78.0
Delaware,2020.0,364.6666666666667,320.3333333333333,43.666666666666664,0.6666666666666666,0.0,0.0,0.0,90.66666666666667,38.0
District Of Columbia,2020.0,366.0,314.0,51.0,0.0,1.0,0.0,0.0,166.0,40.0
Florida,2020.0,361.0,318.5897435897436,41.64102564102564,0.5897435897435898,0.1794871794871795,0.0,0.0,102.71794871794872,35.05128205128205
Georgia,2020.0,291.62068965517244,254.82758620689654,36.13793103448276,0.6551724137931034,0.0,0.0,0.0,95.20689655172414,33.206896551724135
Hawaii,2020.0,360.75,354.0,4.0,0.5,2.0,0.25,0.0,105.0,17.5
Idaho,2020.0,341.9047619047619,284.4761904761905,49.76190476190476,3.5714285714285716,3.238095238095238,0.6190476190476191,0.23809523809523808,204.61904761904762,25.142857142857142
Illinois,2020.0,341.9259259259259,284.9259259259259,54.407407407407405,2.2962962962962963,0.2962962962962963,0.0,0.0,107.11111111111111,33.44444444444444
Indiana,2020.0,333.0,287.6388888888889,43.916666666666664,1.3055555555555556,0.1388888888888889,0.0,0.0,101.80555555555556,33.916666666666664
Iowa,2020.0,289.1875,242.9375,45.75,0.3125,0.1875,0.0,0.0,97.875,33.8125
Kansas,2020.0,330.1818181818182,282.45454545454544,45.90909090909091,1.6363636363636365,0.18181818181818182,0.0,0.0,109.63636363636364,31.545454545454547
Kentucky,2020.0,325.6296296296296,297.6666666666667,27.444444444444443,0.5185185185185185,0.0,0.0,0.0,87.51851851851852,34.44444444444444
Louisiana,2020.0,330.0,289.17391304347825,40.08695652173913,0.7391304347826086,0.0,0.0,0.0,99.34782608695652,32.608695652173914
Maine,2020.0,310.5,294.6,15.7,0.1,0.1,0.0,0.0,87.8,33.5
Maryland,2020.0,319.94117647058823,297.05882352941177,22.529411764705884,0.35294117647058826,0.0,0.0,0.0,83.52941176470588,33.23529411764706
Massachusetts,2020.0,363.84615384615387,330.0,33.38461538461539,0.46153846153846156,0.0,0.0,0.0,95.46153846153847,36.53846153846154
Michigan,2020.0,310.3333333333333,270.85185185185185,35.629629629629626,3.5925925925925926,0.25925925925925924,0.0,0.0,123.33333333333333,32.96296296296296
Minnesota,2020.0,336.0952380952381,311.7142857142857,23.952380952380953,0.3333333333333333,0.09523809523809523,0.0,0.0,94.38095238095238,28.904761904761905
Mississippi,2020.0,335.7,280.8,54.7,0.2,0.0,0.0,0.0,82.4,37.2
Missouri,2020.0,305.25,258.1666666666667,36.291666666666664,7.416666666666667,3.375,0.0,0.0,107.125,35.916666666666664
Montana,2020.0,300.63157894736844,256.36842105263156,39.0,2.736842105263158,2.263157894736842,0.21052631578947367,0.05263157894736842,149.68421052631578,25.94736842105263
Nebraska,2020.0,288.22222222222223,263.44444444444446,24.11111111111111,0.5555555555555556,0.1111111111111111,0.0,0.0,98.22222222222223,25.0
Nevada,2020.0,363.6666666666667,286.0,66.0,7.0,4.111111111111111,0.4444444444444444,0.1111111111111111,202.55555555555554,36.22222222222222
New Hampshire,2020.0,365.0,347.7142857142857,17.285714285714285,0.0,0.0,0.0,0.0,75.71428571428571,34.714285714285715
New Jersey,2020.0,342.5,297.8125,44.0625,0.625,0.0,0.0,0.0,97.875,36.9375
New Mexico,2020.0,279.375,216.3125,59.625,2.875,0.25,0.125,0.1875,128.75,32.375
New York,2020.0,360.42857142857144,330.57142857142856,28.678571428571427,1.1071428571428572,0.07142857142857142,0.0,0.0,92.35714285714286,32.82142857142857
North Carolina,2020.0,321.4736842105263,301.3421052631579,19.973684210526315,0.15789473684210525,0.0,0.0,0.0,79.05263157894737,31.05263157894737
North Dakota,2020.0,365.4,352.5,12.8,0.1,0.0,0.0,0.0,69.3,30.2
Ohio,2020.0,307.9318181818182,268.5,37.81818181818182,1.5454545454545454,0.06818181818181818,0.0,0.0,98.27272727272727,31.636363636363637
Oklahoma,2020.0,334.4,285.65,47.85,0.8,0.1,0.0,0.0,104.75,33.55
Oregon,2020.0,360.8695652173913,292.60869565217394,55.95652173913044,3.0,3.9565217391304346,1.7391304347826086,3.608695652173913,430.3478260869565,27.434782608695652
Pennsylvania,2020.0,357.3658536585366,313.2682926829268,42.97560975609756,1.0975609756097562,0.024390243902439025,0.0,0.0,98.1951219512195,35.75609756097561
Puerto Rico,2020.0,216.1818181818182,199.36363636363637,14.0,1.1818181818181819,1.1818181818181819,0.18181818181818182,0.2727272727272727,134.54545454545453,17.818181818181817
Rhode Island,2020.0,363.3333333333333,326.3333333333333,35.333333333333336,1.3333333333333333,0.3333333333333333,0.0,0.0,133.0,34.333333333333336
South Carolina,2020.0,299.3333333333333,277.53333333333336,21.333333333333332,0.4666666666666667,0.0,0.0,0.0,83.73333333333333,31.333333333333332
South Dakota,2020.0,364.5,324.4,39.7,0.4,0.0,0.0,0.0,95.4,33.1
Tennessee,2020.0,337.82608695652175,307.3478260869565,29.82608695652174,0.5652173913043478,0.08695652173913043,0.0,0.0,95.91304347826087,32.56521739130435
Texas,2020.0,347.65384615384613,285.9423076923077,57.09615384615385,4.134615384615385,0.4807692307692308,0.0,0.0,118.3076923076923,31.46153846153846
Utah,2020.0,345.3333333333333,264.06666666666666,76.26666666666667,4.466666666666667,0.5333333333333333,0.0,0.0,125.8,41.266666666666666
Vermont,2020.0,299.0,277.75,21.25,0.0,0.0,0.0,0.0,73.75,29.25
Virgin Islands,2020.0,76.0,68.0,8.0,0.0,0.0,0.0,0.0,78.66666666666667,20.0
Virginia,2020.0,265.3636363636364,255.42424242424244,9.666666666666666,0.18181818181818182,0.09090909090909091,0.0,0.0,68.45454545454545,27.606060606060606
Washington,2020.0,344.6774193548387,304.258064516129,31.741935483870968,1.5161290322580645,3.5483870967741935,2.225806451612903,1.3870967741935485,340.0967741935484,24.06451612903226
West Virginia,2020.0,291.25,277.1875,13.8125,0.25,0.0,0.0,0.0,78.75,26.25
Wisconsin,2020.0,300.2857142857143,259.85714285714283,37.82142857142857,2.392857142857143,0.21428571428571427,0.0,0.0,118.75,34.92857142857143
Wyoming,2020.0,344.05555555555554,295.27777777777777,44.94444444444444,2.888888888888889,0.8333333333333334,0.05555555555555555,0.05555555555555555,196.66666666666666,35.55555555555556
Alabama,2018.0,302.52941176470586,242.23529411764707,59.529411764705884,0.6470588235294118,0.11764705882352941,0.0,0.0,99.23529411764706,36.411764705882355
Alaska,2018.0,281.625,248.0,28.25,4.0,1.375,0.0,0.0,84.125,22.0
Arizona,2018.0,364.0769230769231,231.6153846153846,113.84615384615384,16.0,1.5384615384615385,0.46153846153846156,0.6153846153846154,200.53846153846155,44.92307692307692
Arkansas,2018.0,260.0,213.75,45.5,0.75,0.0,0.0,0.0,94.33333333333333,35.416666666666664
California,2018.0,359.20754716981133,206.56603773584905,118.37735849056604,23.20754716981132,9.69811320754717,1.1320754716981132,0.22641509433962265,231.11320754716982,48.79245283018868
Colorado,2018.0,293.969696969697,202.21212121212122,82.9090909090909,7.96969696969697,0.8181818181818182,0.06060606060606061,0.0,128.6060606060606,39.06060606060606
Connecticut,2018.0,319.0,264.875,46.0,7.0,1.125,0.0,0.0,144.0,37.625
Country Of Mexico,2018.0,257.0,166.5,69.5,15.5,5.0,0.0,0.5,244.0,55.5
Delaware,2018.0,365.0,288.3333333333333,72.66666666666667,4.0,0.0,0.0,0.0,141.0,40.0
District Of Columbia,2018.0,365.0,235.0,124.0,5.0,1.0,0.0,0.0,164.0,44.0
Florida,2018.0,357.7435897435897,315.56410256410254,41.282051282051285,0.8461538461538461,0.05128205128205128,0.0,0.0,101.97435897435898,34.69230769230769
Georgia,2018.0,286.58620689655174,236.44827586206895,49.310344827586206,0.8275862068965517,0.0,0.0,0.0,94.89655172413794,34.793103448275865
Hawaii,2018.0,361.5,300.5,18.5,16.5,24.75,1.25,0.0,111.25,37.75
Idaho,2018.0,343.4761904761905,280.76190476190476,57.19047619047619,4.571428571428571,0.8571428571428571,0.09523809523809523,0.0,146.0952380952381,26.19047619047619
Illinois,2018.0,344.9259259259259,270.14814814814815,70.92592592592592,3.4814814814814814,0.37037037037037035,0.0,0.0,113.07407407407408,35.074074074074076
Indiana,2018.0,336.6,281.1,52.5,2.9,0.1,0.0,0.0,110.425,33.625
Iowa,2018.0,288.3125,213.5625,73.6875,1.0625,0.0,0.0,0.0,97.1875,38.1875
Kansas,2018.0,339.0,283.54545454545456,55.0,0.36363636363636365,0.09090909090909091,0.0,0.0,104.72727272727273,32.63636363636363
Kentucky,2018.0,317.18518518518516,262.6296296296296,53.44444444444444,1.0,0.1111111111111111,0.0,0.0,101.51851851851852,37.888888888888886
Louisiana,2018.0,331.5217391304348,274.7391304347826,55.04347826086956,1.6956521739130435,0.043478260869565216,0.0,0.0,104.0,33.65217391304348
Maine,2018.0,332.0,304.3,27.0,0.5,0.2,0.0,0.0,113.8,35.0
Maryland,2018.0,331.7647058823529,263.52941176470586,63.411764705882355,4.529411764705882,0.29411764705882354,0.0,0.0,126.6470588235294,37.64705882352941
Massachusetts,2018.0,363.0769230769231,310.3076923076923,50.07692307692308,2.6923076923076925,0.0,0.0,0.0,117.23076923076923,36.92307692307692
Michigan,2018.0,307.25,256.92857142857144,46.25,3.857142857142857,0.21428571428571427,0.0,0.0,121.39285714285714,35.42857142857143
Minnesota,2018.0,329.6666666666667,279.1904761904762,49.80952380952381,0.6666666666666666,0.0,0.0,0.0,99.85714285714286,32.0
Mississippi,2018.0,309.1818181818182,253.45454545454547,54.54545454545455,1.0909090909090908,0.09090909090909091,0.0,0.0,105.36363636363636,36.54545454545455
Missouri,2018.0,309.125,252.0,52.208333333333336,3.7916666666666665,1.125,0.0,0.0,111.45833333333333,34.125
Montana,2018.0,309.89473684210526,253.73684210526315,50.73684210526316,4.052631578947368,1.368421052631579,0.0,0.0,140.42105263157896,29.42105263157895
Nebraska,2018.0,247.77777777777777,217.77777777777777,29.555555555555557,0.4444444444444444,0.0,0.0,0.0,82.0,27.555555555555557
Nevada,2018.0,357.44444444444446,265.22222222222223,80.11111111111111,11.222222222222221,0.7777777777777778,0.1111111111111111,0.0,140.0,37.0
New Hampshire,2018.0,339.85714285714283,312.2857142857143,26.714285714285715,0.8571428571428571,0.0,0.0,0.0,95.42857142857143,35.285714285714285
New Jersey,2018.0,344.0625,268.5,70.875,4.1875,0.5,0.0,0.0,140.125,38.4375
New Mexico,2018.0,285.625,200.6875,77.5,6.9375,0.5,0.0,0.0,107.625,33.1875
